Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Garage Area,Yr Sold,SalePrice
26142,5,7,1962,1962,1188,1188,0,1188,1,0,3,1,6,312,2010,157900
12887,5,7,1984,1984,833,833,0,833,1,0,2,1,5,495,2010,149900
7700,5,2,1985,1986,1216,1216,1216,2432,4,2,4,2,10,616,2010,159000
10475,5,5,1991,1991,624,624,650,1274,1,1,3,1,6,576,2010,136000
10544,5,5,1969,1969,864,864,615,1479,2,0,5,1,8,275,2010,161000
9892,8,5,1994,1995,1679,1803,0,1803,2,1,3,1,6,482,2010,285000
12961,6,5,1993,1994,1152,1152,645,1797,2,1,3,1,7,616,2010,231000
13008,6,5,1956,1956,882,882,0,882,1,0,2,1,5,502,2009,124500
10200,6,5,1974,1974,1434,1434,0,1434,2,0,4,1,7,528,2009,157000
13860,8,7,1972,1995,1952,2000,704,2704,2,1,4,1,9,538,2009,345000
10179,6,5,1997,1997,945,945,663,1608,2,1,3,1,7,470,2009,189500
11792,8,5,2003,2003,1008,1008,1275,2283,2,1,4,1,9,632,2009,270000
8400,7,5,1996,1997,384,958,670,1628,2,1,3,1,7,390,2009,189000
14892,9,5,2006,2007,1746,1746,0,1746,2,0,3,1,7,758,2009,377500
8530,7,5,1995,1996,384,804,670,1474,2,1,3,1,7,400,2009,168500
7296,8,5,2004,2005,2208,2522,0,2522,2,0,1,1,8,564,2009,375000
5664,8,5,2000,2000,1501,1659,0,1659,2,0,2,1,5,499,2009,278000
7380,8,5,1998,1998,1418,1478,0,1478,2,0,2,1,5,495,2009,240000
8013,8,5,1995,1996,1587,1734,0,1734,2,0,2,1,6,528,2009,239500
8923,7,5,1998,1998,384,751,631,1382,2,1,3,1,7,396,2009,177500
10141,7,5,1998,1998,832,885,833,1718,2,1,3,1,7,427,2009,185000
7500,6,5,1998,1999,952,952,684,1636,2,1,3,1,7,440,2009,191000
7837,6,7,1993,1994,799,799,772,1571,2,1,3,1,7,380,2009,178000
9765,6,8,1993,1993,680,680,790,1470,2,1,3,1,6,420,2009,185000
8803,6,5,1994,1995,707,707,809,1516,2,1,3,1,7,409,2009,181316
7250,6,5,1993,1993,1181,1190,0,1190,2,0,3,1,6,430,2009,166000
9636,6,5,1992,1993,808,808,785,1593,2,1,3,1,7,389,2009,178000
8125,6,5,1994,1995,702,702,779,1481,2,1,3,1,6,343,2009,174000
9248,6,6,1992,1992,1158,1167,0,1167,2,0,3,1,6,400,2009,173000
10762,7,5,1999,1999,978,1005,978,1983,2,1,3,1,9,490,2009,225000
11851,7,5,1990,1990,1424,1442,0,1442,2,0,3,1,5,500,2009,180500
5814,8,5,1984,1984,1220,1360,0,1360,1,0,1,1,4,565,2009,187500
17423,9,5,2008,2009,2216,2234,0,2234,2,0,1,1,9,1166,2009,501837
11844,8,5,2008,2008,2046,2046,0,2046,2,1,3,1,7,834,2009,372500
16158,7,5,2005,2005,1530,1530,0,1530,2,0,3,1,7,430,2009,260000
11900,5,6,1977,1977,1122,946,988,1934,2,1,3,1,6,567,2009,185000
13005,7,7,1980,1980,845,1153,1200,2353,2,1,4,1,10,484,2009,260000
17043,6,5,1979,1998,1362,1586,0,1586,2,0,3,1,7,435,2009,181000
11900,7,5,1977,1977,1386,1411,0,1411,2,0,3,1,6,544,2009,82500
16635,6,7,1977,2000,1602,1602,0,1602,2,0,3,1,8,529,2009,215000
13250,7,6,1978,1978,832,1154,896,2050,2,1,4,1,8,529,2009,154000
10928,6,6,1978,1986,1427,1671,0,1671,2,0,3,1,7,484,2009,200000
12388,7,7,1980,1991,1043,1539,1134,2673,2,1,4,1,9,441,2009,249000
14115,7,5,1980,1980,1372,1472,0,1472,2,0,3,1,6,588,2009,187500
11088,6,5,1978,1998,1140,1707,0,1707,2,0,3,1,7,479,2009,184000
9600,8,5,1981,1981,2524,2524,0,2524,2,1,4,1,9,542,2009,278000
11880,7,5,1978,1978,1271,1601,0,1601,2,0,3,1,7,478,2009,157000
10400,7,5,1976,1976,1090,1370,0,1370,2,0,3,1,6,479,2009,152000
10304,5,7,1976,1976,780,1088,780,1868,2,1,4,1,9,484,2009,197500
7000,7,5,2003,2003,926,1016,868,1884,2,1,3,1,7,581,2009,240900
8004,8,5,2009,2009,832,832,1103,1935,2,1,3,1,8,552,2009,263435
7500,8,5,2000,2001,1058,1058,816,1874,2,1,3,1,7,588,2009,220000
8470,8,5,2002,2002,972,972,839,1811,2,1,3,1,7,565,2009,235000
9373,5,7,1975,1975,1621,1621,0,1621,2,0,3,1,7,478,2009,213000
10140,6,6,1974,1974,1116,1116,0,1116,2,0,3,1,6,528,2009,167900
11050,7,5,1975,1975,1176,1193,0,1193,2,0,3,1,5,506,2009,158000
10140,6,5,1974,1974,1064,1350,0,1350,2,0,3,1,7,478,2009,165000
10448,6,6,1972,1972,689,1378,741,2119,2,1,3,1,7,583,2009,158000
9000,5,5,1974,1974,896,896,896,1792,2,2,4,2,8,0,2009,136000
8750,5,6,1970,1970,1002,1002,0,1002,1,0,3,1,5,902,2009,148500
7930,6,8,1969,2005,1026,1026,0,1026,1,0,3,1,5,440,2009,156000
7830,5,5,1970,1970,1180,1180,0,1180,1,1,2,1,6,477,2009,128000
8510,5,7,1971,1971,1043,1050,0,1050,1,1,3,1,6,336,2009,143000
7038,4,6,1970,1970,864,864,0,864,1,0,3,1,5,576,2009,76500
6960,4,6,1970,1970,864,864,0,864,1,0,3,1,5,660,2009,120500
8120,4,7,1970,1970,864,864,0,864,1,0,3,1,5,463,2009,124500
10500,4,6,1971,1971,864,864,0,864,1,0,2,1,4,576,2009,97000
9000,4,7,1971,2006,864,864,0,864,1,0,3,1,5,576,2009,130000
1680,6,5,1973,1973,483,483,504,987,1,1,2,1,5,264,2009,111000
2368,5,6,1970,1970,765,765,600,1365,1,1,3,1,7,440,2009,125000
1680,5,5,1971,1971,630,630,672,1302,2,1,3,1,6,280,2009,112000
1680,6,6,1972,1972,483,483,504,987,1,1,2,1,5,288,2009,97000
1680,6,8,1972,2007,483,483,504,987,1,1,2,1,5,264,2009,118000
1680,5,7,1972,1972,630,630,672,1302,2,1,3,1,6,264,2009,119500
4928,6,6,1976,1976,958,958,0,958,2,0,2,1,5,440,2009,143750
2308,6,5,1976,1976,804,804,744,1548,2,1,3,1,7,440,2009,146000
2280,6,6,1976,1976,855,855,601,1456,2,1,3,1,7,440,2009,148500
2280,7,5,1975,1975,1057,1055,0,1055,2,0,2,1,4,440,2009,123000
2308,6,5,1974,1974,855,855,467,1322,2,1,3,1,6,440,2009,147000
2349,6,5,1977,1977,855,855,601,1456,2,1,3,1,6,440,2009,137900
2364,6,5,1978,1978,804,804,744,1548,2,1,3,1,7,440,2009,147000
2289,6,6,1978,1978,855,855,586,1441,2,1,3,1,7,440,2009,148500
2364,6,5,1978,1978,855,855,601,1456,2,1,3,1,6,440,2009,138000
2104,7,6,1976,1976,836,836,0,836,1,0,2,1,5,345,2009,128500
7150,5,5,1967,1967,892,892,0,892,1,0,3,1,5,288,2009,100000
10710,5,7,1966,2004,864,1120,0,1120,1,0,3,1,5,656,2009,148800
12456,10,5,2006,2007,1700,1718,0,1718,2,0,3,1,7,786,2009,337500
14257,9,5,2007,2007,1776,1794,978,2772,3,1,4,1,10,754,2009,462000
13518,9,5,2008,2009,1926,1966,1174,3140,3,1,4,1,11,820,2009,485000
15431,10,5,2008,2008,3094,2402,0,2402,2,0,2,1,10,672,2009,555000
13173,9,5,2006,2007,1652,1652,0,1652,2,0,2,1,6,840,2009,325000
14230,8,5,2007,2007,1566,1600,0,1600,2,0,3,1,7,890,2009,256300
12704,8,5,2008,2009,2042,2042,0,2042,2,1,3,1,8,1390,2009,253293
12350,9,5,2009,2009,1365,1365,1325,2690,2,1,3,1,8,864,2009,398800
11308,9,5,2008,2008,1104,1130,1054,2184,2,1,3,1,10,836,2009,335000
12350,9,5,2008,2008,2020,2020,0,2020,2,0,3,1,7,896,2009,404000
12220,10,5,2009,2009,2006,2020,0,2020,2,1,3,1,9,900,2009,402861
13478,10,5,2008,2008,1722,1728,568,2296,2,1,3,1,10,842,2009,451950
13693,10,5,2007,2007,2630,2674,0,2674,2,1,2,1,8,762,2009,610000
13891,9,5,2008,2009,1734,1734,1088,2822,3,1,4,1,12,1020,2009,582933
11578,9,5,2008,2008,1736,1736,0,1736,2,0,3,1,7,834,2009,360000
16870,8,5,2004,2005,1782,1782,0,1782,2,0,3,1,7,932,2009,296000
23303,8,5,2007,2007,1508,1508,1012,2520,2,1,5,1,10,640,2009,409900
11146,8,5,2006,2006,1709,1717,0,1717,2,0,3,1,7,908,2009,255500
10367,9,5,2008,2008,1739,1743,0,1743,2,0,3,1,8,927,2009,335000
9591,8,5,2004,2005,1713,1713,0,1713,2,0,3,1,7,856,2009,274900
10872,9,5,2006,2006,1504,1531,0,1531,2,0,2,1,6,700,2009,300000
13514,9,5,2008,2008,1774,1808,0,1808,2,0,3,1,7,850,2009,324000
8834,9,5,2004,2005,1462,1462,762,2224,2,1,4,1,10,738,2009,350000
11362,8,5,2004,2005,1836,1836,0,1836,2,0,3,1,7,862,2009,280000
10655,8,5,2003,2004,3206,1629,0,1629,2,0,3,1,7,880,2009,284000
12878,7,5,2003,2004,1760,1760,0,1760,2,0,3,1,8,583,2009,269500
9541,7,5,2009,2009,1502,1502,0,1502,2,0,3,1,7,644,2009,233170
13472,10,5,2003,2003,2392,2392,0,2392,2,0,3,1,8,968,2009,386250
15274,9,5,2003,2003,2452,2452,0,2452,2,0,3,1,10,886,2009,445000
13262,8,5,2003,2004,1082,1105,1295,2400,3,1,4,1,10,730,2009,290000
9658,8,5,2006,2006,1598,1606,0,1606,2,0,3,1,6,871,2009,255900
6904,6,5,2005,2005,1358,1358,0,1358,2,0,2,1,6,484,2009,213000
5381,6,5,2005,2005,1306,1306,0,1306,2,0,1,1,5,624,2009,196000
5122,6,5,2005,2005,1306,1306,0,1306,2,0,1,1,5,624,2009,184500
10307,7,5,2007,2008,1350,1358,0,1358,2,0,2,1,6,484,2009,212500
5001,7,5,2007,2008,1314,1314,0,1314,2,0,2,1,6,626,2009,230000
14836,10,5,2004,2005,2492,2492,0,2492,2,1,2,1,8,949,2009,552000
15262,8,5,2003,2004,2200,2200,0,2200,2,1,3,1,8,685,2009,382500
7390,9,5,2008,2009,1884,1884,0,1884,2,0,2,1,6,649,2009,320000
6472,9,5,2008,2008,1451,1456,0,1456,2,0,2,1,6,539,2009,248500
16770,8,5,2002,2003,1712,1712,0,1712,2,0,3,1,8,701,2009,286500
6240,8,5,2006,2006,1324,1324,0,1324,2,0,2,1,6,550,2009,254000
3480,7,5,2003,2003,1405,1405,0,1405,2,0,2,1,6,478,2009,173000
2268,7,5,2003,2004,764,764,862,1626,2,0,2,1,6,474,2009,173000
10928,7,5,2005,2005,728,728,728,1456,2,1,3,1,8,390,2009,184000
8918,6,5,2005,2006,745,745,745,1490,2,1,3,1,7,392,2009,167800
12589,6,5,2005,2005,742,742,742,1484,2,1,3,1,8,390,2009,174000
11911,6,5,2005,2005,684,684,876,1560,2,1,3,1,6,400,2009,174000
3684,7,5,2007,2007,1373,1555,0,1555,2,0,2,1,7,660,2009,174000
3635,7,5,2007,2007,1386,1569,0,1569,2,0,1,1,7,660,2009,175900
3182,7,5,2005,2006,1373,1555,0,1555,2,0,2,1,7,430,2009,192500
3182,7,5,2005,2006,1346,1504,0,1504,2,0,1,1,7,457,2009,181000
3182,7,5,2005,2006,1220,1220,0,1220,2,0,2,1,5,397,2009,180000
3182,7,5,2005,2006,1145,1145,0,1145,2,0,2,1,5,397,2009,160200
7795,7,5,2004,2005,716,716,716,1432,2,1,3,1,6,432,2009,188500
8068,6,5,2002,2002,1010,1010,1257,2267,2,1,4,1,8,390,2009,200000
9434,7,5,2004,2005,384,744,630,1374,2,1,3,1,6,400,2009,170000
7984,7,5,2004,2005,868,868,762,1630,2,1,3,1,7,436,2009,189500
7750,8,5,2002,2002,408,779,640,1419,2,1,3,1,7,527,2009,184100
10125,7,5,2004,2004,846,846,748,1594,2,1,3,1,7,434,2009,195500
8965,7,5,2003,2003,782,806,683,1489,2,1,3,1,8,400,2009,192000
8174,7,5,2003,2003,698,698,644,1342,2,1,3,1,7,393,2009,178000
5063,7,5,2007,2008,1314,1314,0,1314,2,0,2,1,6,626,2009,207500
8795,7,5,2000,2000,952,980,1276,2256,2,1,4,1,8,554,2009,236000
12891,8,5,2002,2002,870,878,1126,2004,2,1,4,1,8,644,2009,257500
12224,6,5,2000,2000,992,1022,1032,2054,2,1,3,1,7,390,2009,244000
9734,7,5,2004,2004,384,744,630,1374,2,1,3,1,7,400,2009,167000
8123,6,5,2000,2000,982,1007,793,1800,2,1,3,1,7,463,2009,179000
8433,6,5,2000,2000,794,819,695,1514,2,1,3,1,7,394,2009,190000
7750,7,5,1999,2000,384,774,656,1430,2,1,3,1,7,400,2009,156000
15896,7,5,1999,1999,1177,1223,1089,2312,2,1,4,1,8,658,2009,245000
24682,6,5,1999,1999,841,892,783,1675,2,1,3,1,7,502,2009,181000
8755,7,5,1999,1999,992,1022,1038,2060,2,1,3,1,8,390,2009,214000
7848,7,6,1999,1999,384,774,656,1430,2,1,3,1,7,410,2009,168000
9430,8,5,1999,1999,1252,1268,1097,2365,2,1,3,1,8,856,2009,337000
15138,8,5,1995,1996,1462,1490,1304,2794,2,1,4,1,9,810,2009,403000
12720,8,5,2000,2000,1455,1466,1221,2687,2,1,4,1,10,810,2009,327000
16545,8,5,1998,1998,1284,1310,1140,2450,2,1,3,1,7,1069,2009,340000
12203,8,5,1998,1999,1225,1276,1336,2612,2,1,4,1,8,676,2009,336000
10208,7,5,1996,1997,1264,1277,1067,2344,2,1,3,1,7,889,2009,265000
10750,8,5,1994,1995,2024,2063,0,2063,2,0,3,1,7,815,2009,315000
9900,7,5,1993,1993,1347,1372,1274,2646,2,1,4,1,9,656,2009,260000
9085,7,5,1995,1996,1070,1094,967,2061,2,1,3,1,7,647,2009,260000
11692,8,5,1993,1994,1173,1215,1017,2232,2,1,3,1,8,623,2009,263550
46589,8,7,1994,2005,1629,1686,762,2448,2,1,4,1,8,711,2009,402000
29959,7,6,1994,1994,973,979,871,1850,2,1,3,1,7,467,2009,248000
9612,8,5,2008,2009,1468,1468,0,1468,2,0,3,1,6,898,2009,244600
11194,8,5,2008,2008,1696,1696,0,1696,2,0,3,1,7,972,2009,275000
10206,8,5,2008,2008,1614,1658,0,1658,2,1,3,1,7,726,2009,257500
9262,8,5,2008,2009,1573,1578,0,1578,2,0,3,1,7,840,2009,287090
10130,8,5,2007,2007,1702,1702,0,1702,2,0,3,1,7,844,2009,275500
9139,8,5,2006,2006,1422,1432,0,1432,2,0,3,1,7,492,2009,245000
9675,7,5,2005,2005,1113,1113,858,1971,2,1,3,1,8,689,2009,253000
11128,9,5,2005,2006,2458,2490,0,2490,2,0,2,1,9,795,2009,468000
8640,7,5,2009,2009,900,932,920,1852,2,1,3,1,7,644,2009,252678
9000,8,5,2008,2008,768,786,804,1590,2,1,3,1,6,676,2009,210000
7862,6,5,2009,2009,1218,1218,0,1218,2,0,2,1,4,676,2009,208300
7993,7,5,2008,2009,1436,1436,0,1436,2,0,3,1,6,529,2009,225000
8640,8,5,2009,2009,1300,1314,0,1314,2,0,3,1,6,552,2009,229456
8640,7,5,2008,2008,1402,1402,0,1402,2,0,3,1,7,625,2009,229800
12606,9,5,2007,2008,1530,1530,0,1530,2,0,3,1,7,984,2009,250000
9187,9,5,2009,2009,1766,1766,0,1766,2,1,2,1,7,478,2009,370878
7500,8,5,2006,2007,1372,1448,0,1448,2,0,2,1,6,692,2009,238500
11003,10,5,2008,2008,1017,1026,981,2007,2,1,3,1,10,812,2009,310000
10603,8,5,2006,2006,900,909,886,1795,2,1,3,1,8,782,2009,270000
10574,8,5,2005,2006,1082,1082,871,1953,2,1,3,1,9,1043,2009,252000
8125,7,5,2006,2007,1092,1112,438,1550,2,0,2,1,7,438,2009,241000
8125,8,5,2008,2009,1836,1836,0,1836,2,0,3,1,8,517,2009,264500
10625,7,5,2006,2007,1652,1662,0,1662,2,0,3,1,8,711,2009,291000
9375,7,5,2003,2004,912,912,1182,2094,2,1,4,1,8,615,2009,263000
7500,7,5,2004,2005,1221,1221,0,1221,2,0,2,1,6,400,2009,185000
8736,7,5,2003,2004,1553,1553,0,1553,2,0,3,1,6,588,2009,234500
8127,7,5,2003,2003,812,812,841,1653,2,1,3,1,6,628,2009,209000
9605,7,6,2007,2007,1218,1218,0,1218,1,1,3,1,6,576,2009,159000
7500,7,5,2006,2006,1141,1141,0,1141,1,1,3,1,6,484,2009,152000
7500,6,5,2004,2004,1158,1158,0,1158,1,1,3,1,5,0,2009,143500
10628,7,5,2004,2004,835,871,941,1812,2,1,3,1,8,478,2009,193000
10141,8,5,2004,2004,1512,1512,0,1512,2,0,3,1,6,845,2009,203000
10083,7,5,2003,2003,1176,1200,0,1200,2,0,2,1,5,555,2009,184900
13072,7,5,2004,2005,1114,1114,0,1114,1,1,3,1,6,576,2009,159000
13072,5,5,2004,2004,1114,1114,0,1114,1,1,3,1,6,0,2009,142000
12450,5,5,2003,2004,1114,1114,0,1114,2,0,3,1,6,576,2009,153000
7328,7,5,2008,2009,1450,1450,0,1450,2,0,2,1,6,788,2009,224243
11492,7,5,1996,1997,913,913,1209,2122,2,1,4,1,8,559,2009,220000
10994,8,5,2005,2006,1844,1844,0,1844,2,0,2,1,7,620,2009,257000
8529,7,5,2001,2001,1454,1434,0,1434,2,0,3,1,6,527,2009,189000
7703,6,6,1992,1992,816,833,897,1730,2,1,3,1,6,528,2009,171500
10762,6,6,1980,1980,626,626,591,1217,1,1,3,1,6,288,2009,120000
7175,6,5,1990,1991,1332,1332,0,1332,2,0,2,1,5,542,2009,145000
9109,7,5,1994,1994,754,754,786,1540,2,1,3,1,6,495,2009,184000
10274,6,7,1986,1986,676,698,702,1400,2,1,3,1,6,465,2009,162000
8250,6,7,1981,1981,0,964,918,1882,2,0,4,2,8,612,2009,160000
8400,4,4,1950,1950,721,841,0,841,1,0,2,1,4,294,2009,82000
9000,6,3,1928,1950,784,784,0,784,1,0,2,1,5,360,2009,76000
9750,5,5,1962,1962,980,980,0,980,1,0,3,1,5,400,2009,110000
7064,5,6,1977,1977,980,980,0,980,1,0,3,1,6,484,2009,135000
8499,5,6,1961,1961,864,864,0,864,1,0,3,1,5,732,2009,141000
9079,5,5,1961,1961,864,864,0,864,1,0,2,1,5,440,2009,122000
9316,5,5,1965,1965,1024,1020,0,1020,2,0,3,1,5,288,2009,124100
7791,5,8,1963,1995,912,912,0,912,1,0,3,1,6,300,2009,129000
10000,5,6,1961,1983,864,1144,0,1144,1,0,3,1,6,264,2009,131400
8281,5,5,1965,1965,864,864,0,864,1,0,3,1,5,360,2009,62383
7150,5,6,1962,1962,912,912,0,912,1,0,3,1,6,252,2009,123000
15676,8,8,1980,1980,2014,2014,0,2014,2,0,2,1,6,864,2009,275000
11949,7,8,1991,2008,975,975,780,1755,2,1,3,1,7,524,2009,235000
2880,7,5,2004,2005,1376,1376,1629,3005,2,1,3,1,9,704,2009,280750
3951,6,5,2009,2009,612,612,612,1224,2,1,2,1,4,528,2009,164500
3000,6,5,2009,2009,612,612,612,1224,2,1,2,1,4,528,2009,173733
3830,6,5,2008,2008,1726,1726,0,1726,2,1,2,1,6,561,2009,222000
4217,6,5,2008,2008,1145,1256,0,1256,1,1,1,1,5,641,2009,195000
3230,6,5,1999,1999,729,742,729,1471,2,1,3,1,6,440,2009,172500
2998,6,5,2000,2000,756,756,756,1512,2,1,2,1,4,440,2009,180000
3768,7,5,1999,1999,691,713,739,1452,2,1,3,1,6,506,2009,156000
2645,8,5,1999,2000,970,983,756,1739,2,1,3,1,7,480,2009,172500
14694,8,9,1977,2008,1694,1694,0,1694,2,0,2,1,5,642,2009,318750
3782,8,5,1981,1981,1226,1226,0,1226,1,0,1,1,4,484,2009,211500
15417,7,5,1981,1981,1740,1740,0,1740,1,1,2,1,7,540,2009,241600
9600,8,5,1976,1976,392,1487,1012,2499,2,1,4,1,5,527,2009,180500
9991,4,4,1976,1993,1281,1620,0,1620,2,0,3,1,8,490,2009,150000
11700,6,6,1968,1968,727,829,727,1556,1,1,4,1,8,441,2009,154000
11717,6,6,1970,1970,1442,1442,0,1442,2,0,2,1,6,615,2009,185000
9156,6,7,1968,1968,1489,1489,0,1489,2,0,3,1,7,462,2009,185750
10382,7,6,1973,1973,1107,1107,983,2090,2,1,3,1,7,484,2009,200000
12732,7,6,1974,1974,752,1285,782,2067,2,1,3,1,7,784,2009,206000
12936,6,6,1972,1972,723,735,660,1395,1,1,3,1,6,497,2009,162000
10400,6,7,1967,1997,932,1271,1369,2640,2,1,5,1,8,515,2009,256900
17871,6,5,1967,1976,1680,1724,0,1724,1,1,3,1,7,480,2009,197900
9600,5,5,1969,1969,1288,1336,0,1336,2,0,3,1,6,502,2009,163000
9000,6,5,1969,1969,1216,1216,0,1216,1,0,3,1,5,336,2009,113000
13774,7,7,1977,1992,908,1316,972,2288,1,2,4,1,8,520,2009,230000
9650,6,5,1977,1977,1350,1334,0,1334,2,0,2,1,6,630,2009,167900
10140,7,5,1998,1999,1650,1680,0,1680,2,0,3,1,7,583,2009,213250
8400,8,6,2001,2001,810,810,855,1665,2,1,3,1,6,528,2009,227000
7130,5,6,1967,1967,864,864,0,864,1,0,2,1,5,312,2009,130000
9600,5,5,1967,1967,1568,1568,0,1568,1,1,3,1,7,440,2009,143000
9100,5,6,1965,1965,925,925,0,925,1,0,2,1,5,429,2009,117500
9600,7,5,1974,1974,1165,1165,896,2061,2,1,4,1,8,498,2009,168500
16500,6,5,1971,1971,1232,1320,0,1320,2,0,3,1,5,495,2009,172500
9790,6,5,1967,1967,1372,1342,0,1342,2,0,3,1,7,457,2009,161500
7436,4,7,1960,1960,894,894,0,894,1,0,2,1,5,396,2009,141500
8125,5,7,1959,1959,864,864,0,864,1,0,3,1,5,308,2009,118000
9100,6,6,1959,1959,864,864,0,864,1,0,2,1,5,300,2009,127500
9450,4,5,1957,1957,1040,1362,0,1362,1,0,3,1,6,768,2009,140000
13495,5,6,1956,1956,1048,1728,0,1728,2,0,3,1,7,576,2009,177625
11475,5,5,1958,1958,1584,1776,0,1776,2,0,4,2,9,888,2009,110000
10004,6,6,1964,1964,1516,1516,0,1516,1,1,3,1,6,472,2009,167000
9350,5,6,1961,1995,1313,1313,0,1313,1,1,3,1,6,610,2009,153000
10500,5,5,1964,1964,1292,1292,0,1292,1,1,3,1,6,520,2009,145100
11000,5,6,1966,1966,1154,1154,0,1154,1,1,3,1,6,480,2009,154000
8970,5,6,1965,1965,744,825,1315,2140,2,1,4,1,7,549,2009,177500
12095,6,6,1964,1964,1127,1445,0,1445,1,1,3,1,7,645,2009,158000
9600,5,6,1959,1959,1041,1041,0,1041,1,0,3,1,6,270,2009,124500
11475,6,6,1961,1961,1208,1576,0,1576,1,0,4,1,7,368,2009,174500
9768,5,5,1955,1955,960,960,0,960,1,0,2,1,5,330,2009,122000
5330,4,7,1940,1950,420,708,0,708,1,0,2,1,5,0,2009,82500
7015,5,4,1950,1950,709,979,224,1203,1,0,3,1,5,352,2009,110000
12160,6,4,1953,1953,1505,1505,0,1505,1,0,2,1,6,505,2009,149500
9900,6,5,1967,1967,1680,1691,0,1691,1,0,2,1,5,550,2009,175000
9600,6,5,1953,1953,1416,1644,0,1644,1,0,3,1,7,418,2009,167000
9600,5,6,1956,1956,1050,1050,0,1050,1,0,2,1,5,338,2009,128900
9600,6,8,1950,2005,856,1112,556,1668,1,1,3,1,6,271,2009,140000
9600,5,7,1950,2007,1113,1113,0,1113,1,0,3,1,5,264,2009,147000
8944,5,5,1967,1967,1584,1584,0,1584,2,0,4,2,8,792,2009,124000
10573,6,6,1961,1961,1453,1453,0,1453,2,0,3,1,6,530,2009,187500
9500,6,5,1963,1963,1394,1394,0,1394,1,1,3,1,6,514,2009,159000
14695,6,8,1966,2008,1562,1567,0,1567,2,0,2,1,5,542,2009,256000
13600,7,6,1965,1990,768,1186,800,1986,2,1,3,1,7,486,2009,205000
13000,6,6,1968,1968,896,1182,960,2142,2,1,4,1,8,509,2009,193500
13560,6,3,1968,1968,1392,1392,0,1392,1,0,2,1,5,576,2009,110000
12513,4,4,1920,2007,715,1281,457,1738,2,0,4,1,7,368,2009,104900
8760,5,7,1956,1956,1169,1144,0,1144,1,0,3,1,6,286,2009,150000
8400,6,3,1957,1957,1478,1478,0,1478,1,1,3,1,6,442,2009,156500
12285,7,6,1960,1960,1329,1329,0,1329,1,1,3,1,5,441,2009,176000
9240,6,8,1959,1998,988,988,0,988,2,0,3,1,6,297,2009,149500
9600,6,6,1958,1988,1240,1632,0,1632,2,0,3,1,6,338,2009,139000
12400,6,7,1958,1998,1215,1215,0,1215,1,0,3,1,6,297,2009,155000
8750,5,5,1956,1956,1202,1202,0,1202,1,0,3,1,6,304,2009,120000
8750,5,5,1955,1955,1382,1382,0,1382,1,0,3,1,6,350,2009,153000
10400,4,5,1956,1956,1200,1200,0,1200,1,0,3,1,6,294,2009,144000
19296,6,5,1962,1962,1362,1382,0,1382,1,0,3,1,6,884,2009,176000
8532,5,6,1954,1990,1297,1297,0,1297,1,0,3,1,5,498,2009,153000
9482,5,4,1958,1958,1866,1866,0,1866,2,0,4,2,8,495,2009,135000
8128,6,7,1954,1954,1062,1062,0,1062,1,0,3,1,6,297,2009,131000
10634,5,6,1953,1953,608,1319,0,1319,1,0,3,1,5,270,2009,123000
13070,5,5,1951,1951,631,1112,0,1112,1,0,2,1,5,480,2009,126000
10434,4,5,1955,1955,1005,1005,0,1005,1,0,2,1,5,672,2009,115000
14559,5,7,1951,2000,1008,1363,0,1363,1,0,2,1,6,288,2009,164900
8480,5,6,1945,1950,793,793,0,793,1,0,2,1,4,240,2009,113000
7626,5,8,1952,2005,1031,1031,0,1031,1,0,2,1,5,230,2009,145500
9533,5,5,1953,1953,0,1210,0,1210,1,1,2,1,7,616,2009,102900
10615,3,5,1900,1970,978,1014,685,1699,2,0,3,2,7,420,2009,95000
11419,7,7,1948,1999,699,801,726,1527,1,1,3,1,6,410,2009,152500
9600,5,6,1950,1950,1200,1200,0,1200,1,0,3,1,6,246,2009,129900
8000,6,6,1948,2002,972,972,0,972,1,0,2,1,5,240,2009,132000
5470,3,5,1958,1958,792,792,0,792,1,0,2,1,4,366,2009,99900
10410,5,7,1916,1987,660,808,704,1656,2,1,3,1,8,180,2009,135000
10800,5,7,1939,2006,676,676,676,1352,2,0,4,1,7,720,2009,149000
8146,4,8,1900,2003,405,717,322,1039,1,0,2,1,6,281,2009,114000
9022,5,8,1924,2006,768,792,0,792,1,0,2,1,5,240,2009,109500
10230,5,7,1925,1950,1054,1078,0,1078,1,0,3,1,6,264,2009,125000
10410,4,5,1915,1950,1313,1313,0,2377,2,0,3,1,8,528,2009,142900
7200,7,9,1910,2008,560,930,760,1690,2,0,4,1,5,624,2009,156500
5400,2,5,1940,1950,416,599,0,599,1,0,2,1,4,0,2009,59000
5400,4,6,1920,1950,840,840,534,1374,1,0,2,1,6,338,2009,105000
10800,5,7,1920,1950,720,846,0,846,1,0,2,1,4,576,2009,106000
10800,3,5,1890,1998,630,725,0,725,1,1,1,1,4,320,2009,78500
9671,6,5,1969,1969,1248,1248,1296,2544,2,2,6,2,12,907,2009,190000
10143,6,7,1963,1963,1380,1380,0,1380,1,1,3,1,6,364,2009,154000
11500,6,4,1967,1967,1040,1040,0,1040,1,0,3,1,6,480,2009,163000
11643,5,5,1969,1969,1248,1338,1296,2634,2,2,6,2,12,968,2009,200000
